1.034062921279410887e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264971089800641657e-01,5.386580092328052682e-02,-5.587762362023151325e-02,4.162669776742448646e-01,-4.209337618343801934e-01,7.322947172119923520e-01,3.365724566706478904e-01
9.994235508385150555e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264935960127548942e-01,5.345751981537932851e-02,-5.585091009799154904e-02,4.163139695627581238e-01,-4.208629501926893779e-01,7.323027535082045070e-01,3.365854023963407160e-01
9.949218408657195325e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264878805002961348e-01,5.304760535210589767e-02,-5.582403038447519839e-02,4.163610411829112290e-01,-4.207913205563532655e-01,7.323113576192837870e-01,3.365980145980128624e-01
9.989007483855227704e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264799516479575558e-01,5.263605420821759751e-02,-5.579698226561650987e-02,4.164081929347902555e-01,-4.207188709709899221e-01,7.323205302383738458e-01,3.366102931537670040e-01
1.001056566003747260e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264697986236543725e-01,5.222286305677026341e-02,-5.576976351254846198e-02,4.164554252145255542e-01,-4.206455994884044092e-01,7.323302720447111280e-01,3.366222379572523793e-01
1.000799214561753819e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264574105588109898e-01,5.180802857051780563e-02,-5.574237188196520809e-02,4.165027384140693179e-01,-4.205715041668193210e-01,7.323405837034759891e-01,3.366338489179191984e-01
1.000159538797127530e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264427765491009659e-01,5.139154742366491835e-02,-5.571480511647676492e-02,4.165501329209595482e-01,-4.204965830711208108e-01,7.323514658656569143e-01,3.366451259612510127e-01
9.999817039214825380e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264258856554785204e-01,5.097341629371848759e-02,-5.568706094500225356e-02,4.165976091180923491e-01,-4.204208342730922365e-01,7.323629191679025263e-01,3.366560690290231195e-01
1.000070921813236330e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.264067269050817011e-01,5.055363186281114363e-02,-5.565913708308639629e-02,4.166451673835013247e-01,-4.203442558516621852e-01,7.323749442323744807e-01,3.366666780795404268e-01
1.000147215988843019e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.263852892920673820e-01,5.013219081991665549e-02,-5.563103123331337996e-02,4.166928080901319831e-01,-4.202668458931361206e-01,7.323875416665963645e-01,3.366769530879042405e-01
