0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.211194559622233990e-01,2.953914512650422375e-01,5.659339699844390115e-02,1.930669733883687567e-01,-6.169334483626460752e-01,7.625990434198030021e-01,-2.368465860489754604e-02
1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.211403163890606427e-01,2.952835259660996914e-01,5.658754939043150745e-02,1.930637144382551240e-01,-6.168810506300049790e-01,7.626419009090621426e-01,-2.369604436899217306e-02
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.211615902492604313e-01,2.951748739334986715e-01,5.658043032682069651e-02,1.930588051881125533e-01,-6.168287651209897193e-01,7.626850643364370130e-01,-2.370790789542718061e-02
2.999999999999999889e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.211832794356149101e-01,2.950654943321522894e-01,5.657203437117033773e-02,1.930522385200594271e-01,-6.167765930267998797e-01,7.627285344098502229e-01,-2.372025070797212018e-02
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.212053858026977959e-01,2.949553863300985457e-01,5.656235609132080622e-02,1.930440073056578776e-01,-6.167245355393483619e-01,7.627723118270294256e-01,-2.373307433092616131e-02
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.212279111664827935e-01,2.948445490989118345e-01,5.655139005994126722e-02,1.930341044062213740e-01,-6.166725938511934402e-01,7.628163972753184696e-01,-2.374638028905611334e-02
5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.212508573039361437e-01,2.947329818135982493e-01,5.653913085509137959e-02,1.930225226731500099e-01,-6.166207691554578263e-01,7.628607914314955440e-01,-2.376017010749481573e-02
7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.212742259525874111e-01,2.946206836529166040e-01,5.652557306077310439e-02,1.930092549482511077e-01,-6.165690626457527301e-01,7.629054949615847736e-01,-2.377444531168511690e-02
8.000000000000000167e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.212980188100735157e-01,2.945076537994788524e-01,5.651071126750102647e-02,1.929942940640883564e-01,-6.165174755161013653e-01,7.629505085206638171e-01,-2.378920742727704332e-02
9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.213222375336600045e-01,2.943938914399080176e-01,5.649454007285888146e-02,1.929776328442908417e-01,-6.164660089608577920e-01,7.629958327526835671e-01,-2.380445798006339958e-02
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.213468837395300648e-01,2.942793957649422754e-01,5.647705408197876975e-02,1.929592641038349321e-01,-6.164146641746447441e-01,7.630414682902769696e-01,-2.382019849591110808e-02
1.099999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.213719590003549120e-01,2.941641659696451194e-01,5.645824790736533871e-02,1.929391806489258732e-01,-6.163634423523328687e-01,7.630874157546340131e-01,-2.383643050076587194e-02
